fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
52.2049239639,47.7950760361,1.0922657373,1.3762718153,3.5909500641,1.2344120842,1.1082257562,0.0612973886,0.5068493151,2.94,0.015625,1.1138633779,0.8140743296,0.074775592,0.0612949395,9.5523508293,1
54.2092818032,45.7907181968,1.1838486911,1.0549706756,3.9463325149,1.4869997597,0.8597533275,0.0613323962,0.4722222222,3.0208333333,0.015625,1.7295655767,0.8315008194,0.0739526346,0.0613323962,9.5448367267,1
54.6840389367,45.3159610633,1.2067279972,1.8156024543,3.5009703272,1.1872898598,1.2203610073,0.0573668783,0.46,2.9607843137,0.015625,0.9729005209,0.8044215953,0.074069299,0.0573654837,9.5222834145,1
52.399990598,47.600009402,1.1008399212,1.3529738636,3.5246048547,0.9271547765,0.67193022,0.0584476165,0.5064935065,2.8181818182,0.015625,1.3798378891,0.7812517072,0.0621149385,0.0584476165,9.4778844965,1
45.0410220852,54.9589779148,0.8195389324,1.1593777138,3.2592429872,0.5951540141,0.5070724667,0.0564866721,0.4635761589,2.1408450704,0.015625,1.1737060346,0.7884396707,0.0529308844,0.0564740926,9.4585323627,1
49.6559523432,50.3440476568,0.9863321416,1.4542776312,3.3493100277,1.0718131544,0.9237533722,0.0555727286,0.3947368421,2.0131578947,0.015625,1.1602806406,0.7920551353,0.0649066327,0.0555725728,9.4613016057,1
53.5404752996,46.4595247004,1.1524111718,1.260206917,3.85135869,1.2019100691,0.8345317081,0.0558213616,0.4304635762,2.303030303,0.015625,1.4402209735,0.7912913993,0.0660195852,0.0558157044,9.4532891698,1
49.097170397,50.902829603,0.9645273314,1.0108358063,3.5904472626,0.70298347,0.4364707149,0.0566841932,0.5202702703,2.8653846154,0.015625,1.610608561,0.7999553031,0.0539852206,0.0566841932,9.4634473149,1
47.0828416378,52.9171583622,0.8897462202,0.9857262179,3.3711615889,0.7525446234,0.5145143878,0.0587630201,0.527027027,2.4833333333,0.015625,1.4626308635,0.8036088189,0.0563374163,0.0587630201,9.4714377122,1
47.8914613439,52.1085386561,0.9190712804,2.0641679676,2.0331459407,1.1945198082,6.8141769613,0.062658906,0.5086705202,4.8333333333,0.015625,0.1752992056,0.6896664165,0.124022263,0.0626456092,9.428449794,1
