fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
53.0571706538,46.9428293462,1.1302508049,8.5451317081044E-14,1.7114905089,0.1053541733,0.0900676692,0.0664023983,0.3529411765,6,0.015625,1.1697224351,0.7691324444,0.0642156104,0.0663451193,9.664038847,1
51.6113410118,48.3886589882,1.0665999449,0.7987201941,2.9180551816,2.1064780804,1.1742683752,0.071835493,0.5294117647,8.625,0.078125,1.7938642689,0.7903301125,0.0765053394,0.0718351255,9.6689295973,1
51.5664303575,48.4335696425,1.0646836634,1.8635719611,3.7444687579,1.0656219857,1.2084545189,0.0647897005,0.4827586207,10.6363636364,0.15625,0.8818056195,0.7931556271,0.0738766483,0.0647891404,9.6662204469,1
50.3363968703,49.6636031297,1.0135470183,1.6812999049,3.4732969987,0.7702235562,1.0285002627,0.0549214324,0.3676470588,7.2105263158,0.015625,0.7488802718,0.7772868511,0.0625929154,0.0549195095,9.6437078801,1
41.2356335195,58.7643664805,0.7017115301,1.83564415,3.9369332439,0.9090407094,1.1498002617,0.0614508029,0.3977272727,6.8461538462,0.046875,0.7906074991,0.774965191,0.0610076459,0.0614382311,9.6216717151,1
48.7995308917,51.2004691083,0.9531071051,2.1908306231,4.5421477144,2.1014546373,1.825732705,0.0627075839,0.4069767442,8.7,0.046875,1.151019879,0.7711552819,0.0718986333,0.0627073207,9.6580110906,1
51.3428107616,48.6571892384,1.0551947526,1.7682161496,3.616073879,1.002936488,1.1836003167,0.0577683398,0.3309352518,8.75,0.015625,0.8473607804,0.7795682902,0.0698676656,0.0577665898,9.7016782177,1
45.2288088643,54.7711911357,0.8257773462,1.7332549275,3.4233390304,0.6807161043,1.3354670015,0.058305283,0.3412698413,8.4666666667,0.125,0.509721396,0.7763692355,0.0631209585,0.058304096,9.6871800191,1
37.9792843531,62.0207156469,0.6123644972,2.7362534381,2.9545148319,0.6467832152,1.6788855099,0.0572258883,0.3695652174,7.1538461538,0.015625,0.385245576,0.7762454627,0.0594553051,0.0572236198,9.6784858216,1
34.8748651929,65.1251348071,0.5355054588,2.6624101133,3.0443098844,1.2251810824,2.6380109837,0.0780832269,0.4523809524,12.1428571429,0.203125,0.4644336547,0.7903359155,0.0805472064,0.0780796815,9.700249064,1
