fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
60.4467499536,39.5532500464,1.5282372468,1.5059850752,3.6650397745,17.7586811765,9.9295283517,0.1200193016,0.6330935252,28,0.2890625,1.788471773,0.8518214216,0.2327293157,0.1200182906,9.8659810065,1
54.9010694499,45.0989305501,1.2173474799,1.8122140754,3.3238599309,6.7440234384,5.1735574772,0.093919614,0.6081081081,18.625,0.2109375,1.3035562991,0.8157244477,0.1582319374,0.0939052314,9.8547611903,1
49.323157487,50.676842513,0.9732878972,2.0861218993,2.9828875194,3.1375138266,4.224330863,0.0753062173,0.6078431373,11.8461538462,0.125,0.7427244523,0.7690202437,0.130290541,0.0752672897,9.8496719602,1
41.2043535009,58.7956464991,0.7008061983,1.1046736508,3.3463433008,2.2599692617,2.3568999987,0.0774790965,0.6305732484,13.1666666667,0.140625,0.9588736318,0.7243795861,0.1009060092,0.0774750693,9.8487214636,1
46.4565857281,53.5434142719,0.8676433201,1.466884558,3.3962478877,1.8056645729,2.204416426,0.0701062866,0.535483871,12,0.15625,0.8191122837,0.7438979982,0.0911984896,0.0701020574,9.8454329508,1
47.9948864387,52.0051135613,0.9228878307,1.2330945339,3.6611912908,1.8017949092,1.670054313,0.0658946428,0.4533333333,16.7777777778,0.2421875,1.078884019,0.7676823514,0.0870354032,0.0658801875,9.8453184276,1
47.8571802381,52.1428197619,0.917809594,1.8082580235,3.4562647153,1.7168089018,2.4873142681,0.0705523404,0.4896551724,16.2222222222,0.234375,0.6902259694,0.7867705095,0.0948782994,0.070551569,9.848940235,1
44.2763028175,55.7236971825,0.7945686495,1.4923299637,3.253772694,1.5124265994,1.765129588,0.066710579,0.4895104895,14.4,0.2421875,0.8568360134,0.8111211162,0.0833453359,0.0667051501,9.8511578865,1
54.3374940017,45.6625059983,1.18998055,2.0825520413,3.0935029379,6.2422588201,8.0071848701,0.0996268804,0.5481481481,17,0.21875,0.7795822029,0.8651829714,0.1700830189,0.0996212997,9.8570689044,1
58.2969459553,41.7030540447,1.3979059158,2.2912789871,3.4102227139,8.2811276357,11.4085961556,0.1100452417,0.5590551181,18.2857142857,0.171875,0.7258673655,0.8555607419,0.2008145517,0.1100452408,9.8671565024,1
63.6755434987,36.3244565013,1.752966173,2.9680087144,1.7911073043,18.4537612939,44.2305204341,0.1362281398,0.6030534351,18.8571428571,0.2421875,0.4172178196,0.8741576772,0.3646439768,0.1362170753,9.8607148667,1
56.3312394221,43.6687605779,1.289966527,2.9446382149,1.5359036497,14.2490800911,43.989939989,0.1281297907,0.5915492958,23.8333333333,0.3203125,0.3239167886,0.818140473,0.3606528482,0.1280969615,9.8296290919,1
41.4238872408,58.5761127592,0.7071805432,1.9537669638,2.947981615,2.9570165677,5.8498303048,0.0824901253,0.5897435897,19.625,0.265625,0.5054875806,0.6778442892,0.1335604704,0.0824899603,9.7980507384,1
46.9182232674,53.0817767326,0.8838856978,2.026741827,2.854419505,3.3597618958,6.8733767249,0.0789009115,0.55625,17.8888888889,0.2578125,0.4888080532,0.7209953502,0.1446676867,0.0788910092,9.7740698232,1
51.1326765637,48.8673234363,1.0463572172,1.7608397618,3.3946585907,2.7422243986,2.3838447581,0.0719218013,0.4802631579,15.3,0.203125,1.1503368201,0.7786938448,0.1077528126,0.0718998623,9.760353148,1
53.560323857,46.439676143,1.1533311234,1.8966572021,3.4783696685,4.2488346522,4.3635668542,0.0841394224,0.5177304965,15.7777777778,0.1484375,0.9737067849,0.8212530658,0.1360872231,0.0841392764,9.7730488043,1
