fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
65.5988347893,34.4011652107,1.9068782812,2.3710498919,3.3036866111,7.8716829229,13.8119780521,0.082084468,0.4375,14.3333333333,0.140625,0.5699171323,0.8387148522,0.2120627246,0.0819914697,9.6763688333,1
73.2193583454,26.7806416546,2.7340404793,2.0097262431,3.6783298668,4.9566881104,5.9989723258,0.0863653831,0.393442623,7.2352941176,0.0390625,0.8262562054,0.9295602139,0.1593825892,0.0863652261,9.6878024422,1
73.4434703411,26.5565296589,2.7655522496,2.1611123282,3.6469113608,2.2956915687,2.581821934,0.0683333248,0.3333333333,7.4705882353,0.1015625,0.8891750196,0.9359202556,0.112676529,0.0683303751,9.6844035464,1
53.5206168229,46.4793831771,1.1514915467,1.8389447671,3.4396814064,1.8031384247,2.5023982659,0.0791699176,0.40625,7.5882352941,0.1171875,0.7205641281,0.9288585531,0.1025063387,0.079169879,9.6787761923,1
66.6409574625,33.3590425375,1.9976879549,1.8240446224,3.8540291413,8.4010891185,5.002350571,0.1331641349,0.5772357724,8.2666666667,0.0859375,1.6794283006,0.9461880584,0.1940610233,0.1331577813,9.6982198521,1
72.1702153314,27.8297846686,2.5932725025,2.0095062971,3.4590649082,18.628360184,12.9418139197,0.152104126,0.6964285714,18.8333333333,0.1328125,1.4393932952,0.9848050637,0.277403712,0.1520764967,9.729488422,1
65.1014839206,34.8985160794,1.8654513496,2.0172684067,3.44106067,14.4966411093,12.031267053,0.134348138,0.6810344828,19.5,0.1796875,1.2049139168,0.9619219927,0.2398228316,0.1343410573,9.7223335365,1
60.459551472,39.540448528,1.5290557827,1.9926188743,3.5919218787,7.8082896992,7.5255082228,0.1174343053,0.5476190476,11.5454545455,0.1015625,1.0375763959,0.933127568,0.1817123434,0.1173672399,9.7095080243,1
65.9300719132,34.0699280868,1.9351397439,2.0325818446,3.2208153678,7.187326063,6.154964679,0.0898349148,0.4701492537,13.5,0.125,1.1677282385,0.8901585252,0.1724518689,0.0898339372,9.7159179335,1
48.0690632019,51.9309367981,0.9256344323,2.6537380871,1.7357139656,6.0095612498,9.6068266554,0.0851210108,0.5441176471,17.125,0.1796875,0.6255511279,0.8827109177,0.1889695139,0.0851050049,9.7163181098,1
56.0050015874,43.9949984126,1.2729856486,2.539748005,2.568330375,5.7046583292,8.7028298349,0.0902322522,0.5769230769,11.9090909091,0.0703125,0.6554946423,0.9009824279,0.1827134761,0.0902275306,9.7160676696,1
