fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
43.9283788045,56.0716211955,0.7834333638,1.6954686589,2.1705632553,0.6444026826,1.2844221674,0.0745956745,0.5714285714,7.1666666667,0.015625,0.5017062917,1.0125921285,0.0853322998,0.0745362737,9.6582777853,1
48.3715609991,51.6284390009,0.9369169771,2.7592428042,3.4872211343,0.8500142551,1.6101850565,0.0679314687,0.4864864865,9.375,0.15625,0.527898487,1.0286314917,0.0780774369,0.067930156,9.6886850836,1
36.577354458,63.422645542,0.5767238838,1.3497191373,1.6382148928,1.0803278059,2.1359760817,0.0641023946,0.4285714286,8.1428571429,0.015625,0.5057771082,1.0264263282,0.0644812635,0.0640726302,9.7682481868,1
45.0096665121,54.9903334879,0.8185014285,2.0027985947,3.7469994323,0.7159011419,1.0483857121,0.0786741775,0.5125,9,0.0625,0.6828604526,1.0009239673,0.0705437345,0.0786702981,9.7327550447,1
49.4638023015,50.5361976985,0.978779658,1.5290473182,3.3789626697,0.8004514359,1.0389238673,0.0707255531,0.4601769912,5.7,0.015625,0.7704620724,1.0178644825,0.0644726634,0.0707243364,9.7184321085,1
53.4614289367,46.5385710633,1.1487552736,2.7024993727,3.312533279,1.0087748691,1.7189619396,0.0626017874,0.417721519,5.3333333333,0.015625,0.5868511954,0.998483125,0.0821811325,0.0625217441,9.7077998697,1
58.2436655268,41.7563344732,1.3948462254,1.1998823221,2.3734627324,2.1119579495,2.8283816871,0.0662117868,0.3582089552,6.8,0.0546875,0.7467018894,0.9729305588,0.0811989198,0.066211376,9.6556277382,1
44.6475781808,55.3524218192,0.8066056861,1.9750760557,4.1658993044,0.7052323688,0.9244147911,0.0572444048,0.3157894737,6.4166666667,0.0625,0.7628960242,1.0026838312,0.053255639,0.0572429278,9.6178892628,1
46.9160756252,53.0839243748,0.8838094805,0.8345281832,2.5894290701,2.7814905347,3.5032915406,0.0896434777,0.4,6.1,0.015625,0.7939649049,0.975891972,0.0917912358,0.089640073,9.586140384,1
39.4468801733,60.5531198267,0.6514425728,0.7582618068,2.2201846203,1.8987005512,3.5447040135,0.1039888441,0.59375,8.125,0.0546875,0.5356443144,0.9787923429,0.0979603623,0.1039704991,9.5187012694,1
28.0571047147,71.9428952853,0.3899913202,0.7041092502,2.2771637609,0.2025129222,0.8164275069,0.0929367697,0.6764705882,7,0.0234375,0.2480476472,1.0044573998,0.0726306214,0.0927729949,9.6466922526,1
36.4032615972,63.5967384028,0.5724076818,0.2368724968,2.9591091435,0.411409955,0.1638348684,0.0453045198,0.28125,5.5,0.09375,2.5111257394,1.0407672121,0.0396343114,0.045238683,9.5897270147,1
36.6923611948,63.3076388052,0.5795882122,0.7193119083,2.3928308185,0.2719105243,0.1894312624,0.0465660813,0.3095238095,4.7777777778,0.015625,1.4354046999,1.039655,0.0334698516,0.0465527036,9.625117679,1
28.6035959965,71.3964040035,0.4006307656,0.5113095466,1.5133096625,0.218145143,0.1079691345,0.048947347,0.3125,4.25,0.015625,2.0204398607,1.0349737059,0.0333899521,0.0489376042,9.5814630363,1
56.2362127964,43.7637872036,1.2849942016,9.03817919694252E-14,1.3752503857,0.152933089,0.0463565498,0.0325274724,0,3.5,0.015625,3.2990610714,0.9308461429,0.037040207,0.0321077289,9.6220018402,1
39.1607687238,60.8392312762,0.6436762579,0.7379547128,1.8605586571,1.2227678039,0.5339657263,0.0554193123,0.3684210526,3.3333333333,0.015625,2.2899743254,0.9469184,0.0454576003,0.0552665468,9.5879996291,1
47.724614485,52.275385515,0.9129461986,3.77737526359555E-14,1.5059955979,0.7654531007,0.2509721131,0.0638406125,0.5384615385,3.5,0.015625,3.0499528065,0.9520525714,0.0484394475,0.0638292958,9.7282343772,1
38.9685333965,61.0314666035,0.6384990492,0.8504374771,1.4161653894,0.295039345,0.4694536682,0.0702878897,0.4814814815,5.6,0.015625,0.6284738302,1.0524375422,0.070338739,0.0702283001,9.7574647731,1
49.2826617633,50.7173382367,0.9717123074,1.195195219,2.795573295,0.8303684875,0.7936592802,0.0572145708,0.2888888889,5.75,0.015625,1.0462531066,1.0489208518,0.0588289078,0.0571766244,9.8481283896,1
40.3009533318,59.6990466682,0.6750686247,1.7859130478,1.665421092,1.9755952409,4.007937242,0.0577353935,0.1224489796,12.5,0.09375,0.4929207025,0.9496899978,0.0888673363,0.0577345128,9.9162057097,1
