fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
35.6914506016,64.3085493984,0.5550031984,0.4523235897,1.7049110919,4.684058978,3.3248800696,0.1650772053,0.5806451613,10.6666666667,0.078125,1.4087903563,0.8032645312,0.1434222808,0.1650279462,9.7471570657,1
45.0837389044,54.9162610956,0.8209542676,0.2606948253,2.4641079064,2.2491341017,2.1721474162,0.0758165751,0.4390243902,6.9166666667,0.0625,1.0354426614,0.7950709379,0.0826714437,0.075810588,9.7392503398,1
36.666939066,63.333060934,0.5789541596,1.6477398279,3.0591500257,1.1173782273,1.7575958439,0.0677640481,0.3362068966,7.3125,0.0625,0.6357424155,0.7752722582,0.0746188553,0.0677635126,9.7303575523,1
33.7077834797,66.2922165203,0.5084727174,1.4424674757,3.1567230732,1.2692352055,2.4024519995,0.0722963356,0.3391304348,8.2857142857,0.015625,0.5283082475,0.7552731961,0.0761373306,0.0722951865,9.7350726969,1
39.0898494669,60.9101505331,0.6417624833,1.7616289989,3.4126443203,0.9059546708,2.0329135574,0.0630112823,0.3214285714,9.4166666667,0.15625,0.4456434793,0.7581223526,0.0693644669,0.0630111279,9.6970358659,1
43.2676472262,56.7323527738,0.7626626627,1.88063717,3.4954454372,1.3040344676,1.2924483228,0.0598409637,0.3070175439,8.2142857143,0.0625,1.0089644937,0.7511052672,0.0671321119,0.0598370391,9.6587713544,1
42.2414354752,57.7585645248,0.7313449672,1.7512921521,3.734329555,1.1583083335,1.7573716495,0.0645097985,0.3883495146,8,0.015625,0.6591140433,0.7642920916,0.0692782454,0.0644953481,9.6612756782,1
32.1529224058,67.8470775942,0.4739028348,1.7160432663,3.0847273463,0.6330234066,1.8351306035,0.0600586046,0.412371134,7.5384615385,0.078125,0.3449473326,0.7717019961,0.0616624219,0.0600566602,9.6737598644,1
43.8936801412,56.1063198588,0.7823304086,2.1773306788,4.2035975244,2.2188552393,2.0609875002,0.0667846114,0.3448275862,8,0.0625,1.076598106,0.7705135992,0.0791937857,0.0667759165,9.6837042463,1
48.4480571748,51.5519428252,0.9397911023,1.0161732847,2.2736530649,5.0696706533,2.7316705198,0.0742448699,0.3333333333,9.5,0.046875,1.855886578,0.7674924099,0.0994016838,0.0742287536,9.6911178014,1
46.5567783154,53.4432216846,0.8711446812,1.1880475882,4.0158350873,2.1543539675,1.3598751895,0.0634730094,0.2882882883,10.1818181818,0.140625,1.5842291881,0.7483103829,0.0731793966,0.0634709408,9.6651688371,1
48.4796729336,51.5203270664,0.9409814668,0.8605746399,3.7715776271,1.0954374382,0.6957557426,0.0466271986,0.2205882353,8.0588235294,0.078125,1.5744569122,0.7542721526,0.0576797437,0.0466221023,9.6465623551,1
48.4462856098,51.5537143902,0.9397244444,1.9483940595,3.501280303,1.0667156737,1.4596232871,0.0474634561,0.234375,11.7272727273,0.125,0.7308157407,0.715027845,0.0728675537,0.0474369176,9.654824472,1
