fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16,fv_e17,class
60.0287324023,39.9712675977,1.501797066,1.7145210024,3.6849518607,1.5527064923,1.4416219946,0.0688930722,0.5081967213,10.25,0.1484375,1.0770552185,0.9654086545,0.0834146656,0.0688835144,9.8131853341,1
57.1422897266,42.8577102734,1.3333024411,1.8727512328,3.7525114595,1.5714130855,2.0709745704,0.0789338406,0.456,10.5,0.171875,0.7587795176,0.947308555,0.0937704494,0.078931246,9.8154375965,1
56.6280677815,43.3719322185,1.3056385751,1.7994956172,3.8685516975,1.6352011408,1.8685373661,0.0801631731,0.44,10.5,0.1484375,0.8751235969,0.9507182975,0.0923163956,0.0801628139,9.8135182547,1
59.4441315447,40.5558684553,1.4657344007,1.2702235552,4.1774629706,3.6674912909,1.9207914024,0.1043169427,0.479338843,8.7142857143,0.0703125,1.9093646954,0.9638874668,0.1226517009,0.1043072652,9.8049012297,1
60.5563350511,39.4436649489,1.5352613691,1.3026973314,4.120841675,4.3211701741,2.8513353565,0.1148255985,0.5210084034,10.9090909091,0.125,1.5154899841,0.9777172958,0.135707422,0.1148236305,9.801284916,1
44.6045501086,55.3954498914,0.8052024164,1.9213366471,2.8989099745,1.1153204243,2.4875453411,0.0777761274,0.48,7.875,0.0390625,0.4483618472,0.9404752899,0.0906023571,0.0777750988,9.8060218715,1
47.0202273521,52.9797726479,0.8875128186,1.7489193287,3.0868668954,0.8336582926,1.4117622217,0.0597705883,0.3515625,9.9230769231,0.15625,0.5905089963,0.9149000562,0.0711383466,0.0597480676,9.955613683,1
49.3139707825,50.6860292175,0.9729302442,1.9082243272,3.043408695,0.8316381627,1.673588942,0.0557906498,0.2786885246,13.6666666667,0.2265625,0.4969190115,0.955867675,0.073138859,0.0557833635,10.1010020824,1
52.3066861538,47.6933138462,1.0967299593,1.589293704,3.9056852985,0.5991386914,0.4898552174,0.0470472492,0.275,9.3076923077,0.140625,1.2230934164,0.979166761,0.0498735898,0.0470472492,10.1061409515,1
27.2562783033,72.7437216967,0.374689082,0.7560020283,1.5686588289,10.1380236887,3.5106360665,0.1225402368,0.3223140496,7.1764705882,0.078125,2.8878025226,0.9551274735,0.1810870844,0.1225362236,10.0989773727,1
